   ,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_amount,Ad_Date,Location,Device,Keyword,CTR,CPC,Conversion Rate,Cost per conversion,Return on AD spend
A1871,Data Analytics Course,175,4958,$245.96,22,10,0.00%,"$1,777",21/11/2024,Hyderabad,Mobile,Online Data Analytics,3.53%,$1.41,5.71%,$24.60,7.22
A1873,Data Analytics Course,194,5309,$191.40,19,10,4.60%,"$1,764",13/11/2024,Hyderabad,Desktop,Data Analytics Training,3.65%,$0.99,5.15%,$19.14,9.22
A1874,Data Analytics Course,0,4539,$244.40,18,6,0.00%,"$1,638",28/11/2024,Hyderabad,Mobile,Analytics For Data,0.00%,$0.00,0.00%,$40.73,6.70
A1875,Data Analytics Course,82,4622,$203.99,17,9,11.00%,"$1,375",11/12/2024,Hyderabad,Mobile,Online Data Analytics,1.77%,$2.49,10.98%,$22.67,6.74
A1876,Data Analytics Course,0,3355,$193.57,26,9,0.00%,"$1,961",11/11/2024,Hyderabad,Mobile,Learn Data Analytics,0.00%,$0.00,0.00%,$21.51,10.13
A1877,Data Analytics Course,179,4992,$221.48,27,10,3.70%,"$1,062",11/6/2024,Hyderabad,Tablet,Learn Data Analytics,3.59%,$1.24,5.59%,$22.15,4.80
A1878,Data Analytics Course,93,3015,$232.01,21,4,4.30%,"$1,770",26/11/2024,Hyderabad,Mobile,Learn Data Analytics,3.08%,$2.49,4.30%,$58.00,7.63
A1879,Data Analytics Course,152,4662,$249.13,24,7,4.60%,"$1,951",11/11/2024,Hyderabad,Desktop,Online Data Analytics,3.26%,$1.64,4.61%,$35.59,7.83
A1880,Data Analytics Course,81,3766,$213.12,27,7,8.60%,"$1,183",27/11/2024,Hyderabad,Desktop,Online Data Analytics,2.15%,$2.63,8.64%,$30.45,5.55
A1881,Data Analytics Course,130,5774,$241.97,11,7,4.40%,"$1,708",20/11/2024,Hyderabad,Desktop,Data Analytics Course,2.25%,$1.86,5.38%,$34.57,7.06
A1882,Data Analytics Course,110,4542,$227.95,20,4,3.60%,"$1,423",11/11/2024,Hyderabad,Desktop,Data Analytics Training,2.42%,$2.07,3.64%,$56.99,6.24
A1883,Data Analytics Course,122,5179,$215.57,11,4,3.30%,"$1,507",18/11/2024,Hyderabad,Tablet,Analytics For Data,2.36%,$1.77,3.28%,$53.89,6.99
A1884,Data Analytics Course,113,5265,$184.21,27,5,4.40%,"$1,353",20/11/2024,Hyderabad,Tablet,Data Analytics Online,2.15%,$1.63,4.42%,$36.84,7.34
A1885,Data Analytics Course,140,5297,$223.90,28,6,4.30%,"$1,630",21/11/2024,Hyderabad,Mobile,Data Analytics Course,2.64%,$1.60,4.29%,$37.32,7.28
A1886,Data Analytics Course,170,3347,$248.44,27,3,0.00%,"$1,719",20/11/2024,Hyderabad,Desktop,Learn Data Analytics,5.08%,$1.46,1.76%,$82.81,6.92
A1887,Data Analytics Course,176,5960,$245.33,19,8,4.50%,"$1,761",25/11/2024,Hyderabad,Tablet,Analytics For Data,2.95%,$1.39,4.55%,$30.67,7.18
A1888,Data Analytics Course,0,5143,$246.30,19,5,0.00%,"$1,346",5/11/2024,Hyderabad,Mobile,Data Analytics Training,0.00%,$0.00,0.00%,$49.26,5.46
A1889,Data Analytics Course,195,5265,$242.00,10,4,5.40%,"$1,699",11/8/2024,Hyderabad,Tablet,Online Data Analytics,3.70%,$1.24,2.05%,$60.50,7.02
A1890,Data Analytics Course,162,4396,$183.96,18,4,4.30%,"$1,054",18/11/2024,Hyderabad,Tablet,Data Analytics Online,3.69%,$1.14,2.47%,$45.99,5.73
A1891,Data Analytics Course,138,4381,$191.55,28,7,0.00%,"$1,756",11/1/2024,Hyderabad,Tablet,Data Analytics Training,3.15%,$1.39,5.07%,$27.36,9.17
A1892,Data Analytics Course,177,3965,$225.82,15,4,2.30%,"$1,530",22/11/2024,Hyderabad,Mobile,Online Data Analytics,4.46%,$1.28,2.26%,$56.46,6.78
A1893,Data Analytics Course,159,3366,$217.27,21,7,4.40%,"$1,515",17/11/2024,Hyderabad,Tablet,Online Data Analytics,4.72%,$1.37,4.40%,$31.04,6.97
A1894,Data Analytics Course,111,4026,$229.01,13,3,0.00%,"$1,438",11/1/2024,Hyderabad,Desktop,Learn Data Analytics,2.76%,$2.06,2.70%,$76.34,6.28
A1895,Data Analytics Course,184,5560,$189.14,14,6,0.00%,"$1,250",17/11/2024,Hyderabad,Tablet,Data Analytics Online,3.31%,$1.03,3.26%,$31.52,6.61
A1896,Data Analytics Course,128,4500,$188.21,10,3,0.00%,"$1,087",14/11/2024,Hyderabad,Desktop,Online Data Analytics,2.84%,$1.47,2.34%,$62.74,5.78
A1897,Data Analytics Course,164,3851,$219.15,22,6,4.90%,"$1,487",11/9/2024,Hyderabad,Mobile,Learn Data Analytics,4.26%,$1.34,3.66%,$36.53,6.79
A1898,Data Analytics Course,120,3464,$228.30,19,4,5.80%,"$1,426",22/11/2024,Hyderabad,Tablet,Online Data Analytics,3.46%,$1.90,3.33%,$57.08,6.25
A1901,Data Analytics Course,143,4143,$191.68,20,5,3.50%,"$1,460",30/11/2024,Hyderabad,Tablet,Analytics For Data,3.45%,$1.34,3.50%,$38.34,7.62
A1902,Data Analytics Course,176,5768,$238.94,14,8,4.50%,"$1,016",11/2/2024,Hyderabad,Tablet,Data Analytics Online,3.05%,$1.36,4.55%,$29.87,4.25
A1903,Data Analytics Course,151,4408,$214.29,20,5,3.30%,"$1,900",21/11/2024,Hyderabad,Desktop,Data Analytics Course,3.43%,$1.42,3.31%,$42.86,8.87
A1904,Data Analytics Course,134,3623,$221.65,19,5,4.70%,"$1,937",24/11/2024,Hyderabad,Desktop,Data Analytics Online,3.70%,$1.65,3.73%,$44.33,8.74
A1905,Data Analytics Course,191,3057,$223.28,27,6,3.10%,"$1,208",11/3/2024,Hyderabad,Desktop,Data Analytics Online,6.25%,$1.17,3.14%,$37.21,5.41
A1906,Data Analytics Course,170,3144,$215.57,21,3,3.10%,"$1,695",11/5/2024,Hyderabad,Desktop,Data Analytics Online,5.41%,$1.27,1.76%,$71.86,7.86
A1907,Data Analytics Course,112,3989,$228.74,10,8,0.00%,"$1,812",13/11/2024,Hyderabad,Mobile,Analytics For Data,2.81%,$2.04,7.14%,$28.59,7.92
A1908,Data Analytics Course,169,3619,$246.66,28,3,1.80%,"$1,354",25/11/2024,Hyderabad,Desktop,Online Data Analytics,4.67%,$1.46,1.78%,$82.22,5.49
A1909,Data Analytics Course,172,4696,$242.17,26,3,1.70%,"$1,719",11/6/2024,Hyderabad,Desktop,Data Analytics Course,3.66%,$1.41,1.74%,$80.72,7.10
A1910,Data Analytics Course,162,5684,$219.08,30,7,0.00%,"$1,295",26/11/2024,Hyderabad,Desktop,Data Analytics Course,2.85%,$1.35,4.32%,$31.30,5.91
A1911,Data Analytics Course,183,4197,$243.19,29,8,0.00%,"$1,593",11/9/2024,Hyderabad,Mobile,Data Analytics Training,4.36%,$1.33,4.37%,$30.40,6.55
A1912,Data Analytics Course,108,5949,$184.25,23,8,7.40%,"$1,986",23/11/2024,Hyderabad,Desktop,Data Analytics Training,1.82%,$1.71,7.41%,$23.03,10.78
A1913,Data Analytics Course,126,3784,$215.57,24,5,0.00%,"$1,951",28/11/2024,Hyderabad,Mobile,Analytics For Data,3.33%,$1.71,3.97%,$43.11,9.05
A1915,Data Analytics Course,122,4632,$236.57,13,6,0.00%,"$1,001",15/11/2024,Hyderabad,Desktop,Data Analytics Course,2.63%,$1.94,4.92%,$39.43,4.23
A1917,Data Analytics Course,122,4525,$202.89,23,8,3.40%,"$1,499",22/11/2024,Hyderabad,Tablet,Data Analytics Training,2.70%,$1.66,6.56%,$25.36,7.39
A1918,Data Analytics Course,175,4850,$186.25,28,10,5.70%,"$1,978",18/11/2024,Hyderabad,Desktop,Analytics For Data,3.61%,$1.06,5.71%,$18.63,10.62
A1919,Data Analytics Course,123,4938,$180.64,24,9,7.30%,"$1,746",21/11/2024,Hyderabad,Tablet,Data Analytics Course,2.49%,$1.47,7.32%,$20.07,9.67
A1920,Data Analytics Course,135,5748,$239.22,20,7,5.10%,"$1,222",21/11/2024,Hyderabad,Tablet,Analytics For Data,2.35%,$1.77,5.19%,$34.17,5.11
A1921,Data Analytics Course,0,4622,$187.85,24,5,0.00%,"$1,998",11/11/2024,Hyderabad,Tablet,Analytics For Data,0.00%,$0.00,0.00%,$37.57,10.64
A1923,Data Analytics Course,0,5308,$234.10,27,8,0.00%,"$1,150",16/11/2024,Hyderabad,Tablet,Analytics For Data,0.00%,$0.00,0.00%,$29.26,4.91
A1924,Data Analytics Course,89,3069,$205.37,19,6,0.00%,"$1,518",28/11/2024,Hyderabad,Desktop,Data Analytics Online,2.90%,$2.31,6.74%,$34.23,7.39
A1925,Data Analytics Course,0,4221,$180.83,24,10,3.30%,"$1,082",13/11/2024,Hyderabad,Tablet,Learn Data Analytics,0.00%,$0.00,0.00%,$18.08,5.98
A1926,Data Analytics Course,148,4514,$203.54,23,3,4.70%,"$1,622",5/11/2024,Hyderabad,Desktop,Data Analytics Online,3.28%,$1.38,2.03%,$67.85,7.97
A1927,Data Analytics Course,96,3468,$228.41,16,9,9.40%,"$1,035",4/11/2024,Hyderabad,Desktop,Learn Data Analytics,2.77%,$2.38,9.38%,$25.38,4.53
A1928,Data Analytics Course,126,3613,$208.74,18,7,0.00%,"$1,106",11/6/2024,Hyderabad,Desktop,Learn Data Analytics,3.49%,$1.66,5.56%,$29.82,5.30
A1929,Data Analytics Course,115,3234,$227.77,30,3,2.60%,"$1,272",13/11/2024,Hyderabad,Tablet,Learn Data Analytics,3.56%,$1.98,2.61%,$75.92,5.58
A1930,Data Analytics Course,135,5436,$245.86,28,9,6.70%,"$1,453",11/3/2024,Hyderabad,Desktop,Data Analytics Online,2.48%,$1.82,6.67%,$27.32,5.91
A1932,Data Analytics Course,80,3777,$199.52,12,7,0.00%,"$1,694",22/11/2024,Hyderabad,Desktop,Learn Data Analytics,2.12%,$2.49,8.75%,$28.50,8.49
A1933,Data Analytics Course,190,3461,$205.22,28,10,0.00%,"$1,616",25/11/2024,Hyderabad,Mobile,Online Data Analytics,5.49%,$1.08,5.26%,$20.52,7.87
A1934,Data Analytics Course,135,4575,$241.92,10,5,0.00%,"$1,553",22/11/2024,Hyderabad,Desktop,Data Analytics Course,2.95%,$1.79,3.70%,$48.38,6.42
A1935,Data Analytics Course,149,3471,$242.14,23,4,2.70%,"$1,937",19/11/2024,Hyderabad,Desktop,Data Analytics Training,4.29%,$1.63,2.68%,$60.54,8.00
A1936,Data Analytics Course,164,3115,$232.62,10,0,0.00%,"$1,802",4/11/2024,Hyderabad,Tablet,Data Analytics Online,5.26%,$1.42,0.00%,$0.00,7.75
A1937,Data Analytics Course,132,5428,$180.73,10,7,3.90%,"$1,732",16/11/2024,Hyderabad,Desktop,Data Analytics Course,2.43%,$1.37,5.30%,$25.82,9.58
A1938,Data Analytics Course,198,4499,$245.24,27,7,3.50%,"$1,165",11/1/2024,Hyderabad,Tablet,Online Data Analytics,4.40%,$1.24,3.54%,$35.03,4.75
A1939,Data Analytics Course,153,3285,$226.26,12,7,4.60%,"$1,838",21/11/2024,Hyderabad,Desktop,Online Data Analytics,4.66%,$1.48,4.58%,$32.32,8.12
A1940,Data Analytics Course,142,3431,$235.09,19,0,0.00%,"$1,334",11/8/2024,Hyderabad,Desktop,Data Analytics Online,4.14%,$1.66,0.00%,$0.00,5.67
A1941,Data Analytics Course,91,4600,$194.14,19,7,7.70%,"$1,255",19/11/2024,Hyderabad,Mobile,Data Analytics Online,1.98%,$2.13,7.69%,$27.73,6.46
A1942,Data Analytics Course,154,4804,$190.98,21,3,1.90%,"$1,521",23/11/2024,Hyderabad,Desktop,Data Analytics Training,3.21%,$1.24,1.95%,$63.66,7.96
A1943,Data Analytics Course,115,5472,$230.29,26,4,0.00%,"$1,275",11/7/2024,Hyderabad,Mobile,Learn Data Analytics,2.10%,$2.00,3.48%,$57.57,5.54
A1944,Data Analytics Course,86,5493,$191.28,18,9,10.50%,"$1,204",20/11/2024,Hyderabad,Tablet,Data Analytics Course,1.57%,$2.22,10.47%,$21.25,6.29
A1945,Data Analytics Course,116,3188,$238.62,15,10,8.60%,"$1,429",14/11/2024,Hyderabad,Tablet,Online Data Analytics,3.64%,$2.06,8.62%,$23.86,5.99
A1946,Data Analytics Course,144,3579,$237.97,21,10,6.90%,"$1,155",11/2/2024,Hyderabad,Desktop,Data Analytics Course,4.02%,$1.65,6.94%,$23.80,4.85
A1947,Data Analytics Course,101,4198,$204.09,30,10,9.90%,"$1,642",21/11/2024,Hyderabad,Desktop,Data Analytics Training,2.41%,$2.02,9.90%,$20.41,8.05
A1948,Data Analytics Course,116,4224,$245.99,10,5,0.00%,"$1,054",11/5/2024,Hyderabad,Tablet,Data Analytics Online,2.75%,$2.12,4.31%,$49.20,4.28
A1949,Data Analytics Course,187,3199,$193.29,24,6,3.20%,"$1,430",20/11/2024,Hyderabad,Tablet,Online Data Analytics,5.85%,$1.03,3.21%,$32.22,7.40
A1950,Data Analytics Course,114,4333,$192.81,26,6,5.30%,"$1,722",8/11/2024,Hyderabad,Tablet,Data Analytics Training,2.63%,$1.69,5.26%,$32.14,8.93
A1951,Data Analytics Course,141,3617,$198.52,20,9,0.00%,"$1,858",21/11/2024,Hyderabad,Desktop,Data Analytics Course,3.90%,$1.41,6.38%,$22.06,9.36
A1953,Data Analytics Course,186,4689,$204.31,26,6,3.20%,"$1,936",21/11/2024,Hyderabad,Desktop,Data Analytics Online,3.97%,$1.10,3.23%,$34.05,9.48
A1954,Data Analytics Course,0,4846,$206.40,21,7,0.00%,"$1,526",28/11/2024,Hyderabad,Mobile,Data Analytics Online,0.00%,$0.00,0.00%,$29.49,7.39
A1955,Data Analytics Course,136,3441,$236.21,26,9,0.00%,"$1,461",15/11/2024,Hyderabad,Desktop,Learn Data Analytics,3.95%,$1.74,6.62%,$26.25,6.19
A1956,Data Analytics Course,185,3719,$245.91,17,9,4.90%,"$1,218",11/9/2024,Hyderabad,Mobile,Online Data Analytics,4.97%,$1.33,4.86%,$27.32,4.95
A1957,Data Analytics Course,162,3337,$200.94,11,9,5.60%,"$1,820",16/11/2024,Hyderabad,Mobile,Data Analytics Course,4.85%,$1.24,5.56%,$22.33,9.06
A1959,Data Analytics Course,109,5641,$224.36,30,4,3.70%,"$1,531",13/11/2024,Hyderabad,Tablet,Analytics For Data,1.93%,$2.06,3.67%,$56.09,6.82
A1960,Data Analytics Course,88,3992,$195.38,14,4,0.00%,"$1,228",15/11/2024,Hyderabad,Desktop,Data Analytics Course,2.20%,$2.22,4.55%,$48.85,6.29
A1961,Data Analytics Course,189,3411,$205.26,28,7,0.00%,"$1,147",27/11/2024,Hyderabad,Desktop,Analytics For Data,5.54%,$1.09,3.70%,$29.32,5.59
A1962,Data Analytics Course,154,3099,$218.70,30,6,3.90%,"$1,366",10/11/2024,Hyderabad,Desktop,Data Analytics Online,4.97%,$1.42,3.90%,$36.45,6.25
A1963,Data Analytics Course,106,3017,$242.71,24,5,3.00%,"$1,701",11/4/2024,Hyderabad,Mobile,Learn Data Analytics,3.51%,$2.29,4.72%,$48.54,7.01
A1964,Data Analytics Course,134,4518.5,$202.32,17,5,5.70%,"$1,963",23/11/2024,Hyderabad,Tablet,Data Analytics Training,2.97%,$1.51,3.73%,$40.46,9.70
A1965,Data Analytics Course,84,5662,$228.62,25,9,10.70%,"$1,988",26/11/2024,Hyderabad,Desktop,Analytics For Data,1.48%,$2.72,10.71%,$25.40,8.70
A1966,Data Analytics Course,190,4476,$198.18,12,4,0.00%,"$1,002",11/7/2024,Hyderabad,Desktop,Data Analytics Online,4.24%,$1.04,2.11%,$49.55,5.06
A1967,Data Analytics Course,156,4771,$199.30,26,8,5.10%,"$1,823",11/4/2024,Hyderabad,Tablet,Data Analytics Online,3.27%,$1.28,5.13%,$24.91,9.15
A1968,Data Analytics Course,0,5510,$198.92,23,9,0.00%,"$1,063",14/11/2024,Hyderabad,Desktop,Data Analytics Course,0.00%,$0.00,0.00%,$22.10,5.34
A1969,Data Analytics Course,170,4786,$202.62,27,6,4.00%,"$1,372",11/4/2024,Hyderabad,Mobile,Data Analytics Training,3.55%,$1.19,3.53%,$33.77,6.77
A1970,Data Analytics Course,86,3964,$193.15,26,5,4.50%,"$1,639",23/11/2024,Hyderabad,Desktop,Learn Data Analytics,2.17%,$2.25,5.81%,$38.63,8.49
A1971,Data Analytics Course,143,5317,$236.37,10,3,0.00%,"$1,861",16/11/2024,Hyderabad,Tablet,Data Analytics Online,2.69%,$1.65,2.10%,$78.79,7.87
A1972,Data Analytics Course,84,3454,$206.80,23,3,3.60%,"$1,573",17/11/2024,Hyderabad,Desktop,Learn Data Analytics,2.43%,$2.46,3.57%,$68.93,7.61
A1973,Data Analytics Course,145,3804,$236.92,29,8,0.00%,"$1,328",23/11/2024,Hyderabad,Tablet,Data Analytics Course,3.81%,$1.63,5.52%,$29.62,5.61
A1974,Data Analytics Course,126,4670,$234.65,25,8,0.00%,"$1,470",23/11/2024,Hyderabad,Desktop,Online Data Analytics,2.70%,$1.86,6.35%,$29.33,6.26
A1975,Data Analytics Course,156,3273,$189.36,14,6,3.80%,"$1,860",15/11/2024,Hyderabad,Mobile,Data Analytics Online,4.77%,$1.21,3.85%,$31.56,9.82
A1976,Data Analytics Course,124,4236,$182.02,0,9,7.30%,"$1,979",22/11/2024,Hyderabad,Desktop,Data Analytics Training,2.93%,$1.47,7.26%,$20.22,10.87
A1977,Data Analytics Course,197,5866,$217.81,28,7,3.60%,"$1,331",18/11/2024,Hyderabad,Mobile,Learn Data Analytics,3.36%,$1.11,3.55%,$31.12,6.11
A1978,Data Analytics Course,106,3102,$214.56,12,0,0.00%,"$1,881",25/11/2024,Hyderabad,Mobile,Learn Data Analytics,3.42%,$2.02,0.00%,$0.00,8.77
A1979,Data Analytics Course,129,4856,$230.13,23,7,5.40%,"$1,720",25/11/2024,Hyderabad,Tablet,Learn Data Analytics,2.66%,$1.78,5.43%,$32.88,7.47
A1980,Data Analytics Course,93,4054,$244.73,11,8,8.60%,"$1,066",24/11/2024,Hyderabad,Desktop,Online Data Analytics,2.29%,$2.63,8.60%,$30.59,4.36
A1982,Data Analytics Course,135,4430,$196.18,12,9,6.70%,"$1,374",11/8/2024,Hyderabad,Mobile,Analytics For Data,3.05%,$1.45,6.67%,$21.80,7.00
A1983,Data Analytics Course,138,5356,$204.86,15,9,6.50%,"$1,268",22/11/2024,Hyderabad,Mobile,Online Data Analytics,2.58%,$1.48,6.52%,$22.76,6.19
A1984,Data Analytics Course,92,4898,$247.49,19,0,0.00%,"$1,969",11/7/2024,Hyderabad,Desktop,Data Analytics Training,1.88%,$2.69,0.00%,$0.00,7.96
A1985,Data Analytics Course,151,5301,$232.06,13,9,6.00%,"$1,893",11/5/2024,Hyderabad,Mobile,Data Analytics Online,2.85%,$1.54,5.96%,$25.78,8.16
A1986,Data Analytics Course,189,3031,$209.84,25,6,3.20%,"$1,936",26/11/2024,Hyderabad,Tablet,Online Data Analytics,6.24%,$1.11,3.17%,$34.97,9.23
A1987,Data Analytics Course,97,3410,$180.52,24,0,0.00%,"$1,532",7/11/2024,Hyderabad,Tablet,Analytics For Data,2.84%,$1.86,0.00%,$0.00,8.49
A1988,Data Analytics Course,178,4745,$200.61,12,9,5.10%,"$1,574",18/11/2024,Hyderabad,Desktop,Learn Data Analytics,3.75%,$1.13,5.06%,$22.29,7.85
A1989,Data Analytics Course,164,3024,$192.34,12,8,4.90%,"$1,997",11/7/2024,Hyderabad,Desktop,Data Analytics Course,5.42%,$1.17,4.88%,$24.04,10.38
A1990,Data Analytics Course,94,5435,$231.42,21,5,5.60%,"$1,114",11/3/2024,Hyderabad,Desktop,Data Analytics Online,1.73%,$2.46,5.32%,$46.28,4.81
A1991,Data Analytics Course,176,3021,$204.53,29,7,3.00%,"$1,620",13/11/2024,Hyderabad,Tablet,Online Data Analytics,5.83%,$1.16,3.98%,$29.22,7.92
A1992,Data Analytics Course,165,5335,$192.53,23,5,3.00%,"$1,402",12/11/2024,Hyderabad,Mobile,Data Analytics Training,3.09%,$1.17,3.03%,$38.51,7.28
A1993,Data Analytics Course,188,4081,$237.05,18,8,5.00%,"$1,846",6/11/2024,Hyderabad,Tablet,Data Analytics Course,4.61%,$1.26,4.26%,$29.63,7.79
A1994,Data Analytics Course,87,4840,$205.72,16,6,0.00%,"$1,040",9/11/2024,Hyderabad,Desktop,Online Data Analytics,1.80%,$2.36,6.90%,$34.29,5.06
A1995,Data Analytics Course,106,4738,$196.70,17,4,3.80%,"$1,515",29/11/2024,Hyderabad,Tablet,Data Analytics Training,2.24%,$1.86,3.77%,$49.18,7.70
A1996,Data Analytics Course,198,4181,$218.40,10,8,4.00%,"$1,298",17/11/2024,Hyderabad,Mobile,Data Analytics Training,4.74%,$1.10,4.04%,$27.30,5.94
A1997,Data Analytics Course,121,5813,$202.92,25,6,5.00%,"$1,226",14/11/2024,Hyderabad,Tablet,Data Analytics Online,2.08%,$1.68,4.96%,$33.82,6.04
A1998,Data Analytics Course,120,4303,$202.80,21,4,3.30%,"$1,033",26/11/2024,Hyderabad,Tablet,Online Data Analytics,2.79%,$1.69,3.33%,$50.70,5.09
A1999,Data Analytics Course,189,5201,$210.87,21,10,5.30%,"$1,560",11/11/2024,Hyderabad,Mobile,Data Analytics Course,3.63%,$1.12,5.29%,$21.09,7.40
A2000,Data Analytics Course,131,4603,$228.63,30,0,0.00%,"$1,270",11/3/2024,Hyderabad,Tablet,Analytics For Data,2.85%,$1.75,0.00%,$0.00,5.55
A2001,Data Analytics Course,99,4051,$207.42,10,9,9.10%,"$1,797",14/11/2024,Hyderabad,Mobile,Analytics For Data,2.44%,$2.10,9.09%,$23.05,8.66
A2002,Data Analytics Course,199,4080,$243.80,23,7,5.00%,"$1,507",15/11/2024,Hyderabad,Desktop,Data Analytics Training,4.88%,$1.23,3.52%,$34.83,6.18
A2003,Data Analytics Course,180,4140,$240.76,21,8,4.40%,"$1,248",11/11/2024,Hyderabad,Desktop,Online Data Analytics,4.35%,$1.34,4.44%,$30.10,5.18
A2004,Data Analytics Course,88,3333,$193.25,29,3,3.40%,"$1,398",14/11/2024,Hyderabad,Tablet,Data Analytics Online,2.64%,$2.20,3.41%,$64.42,7.23
A2005,Data Analytics Course,140,3689,$249.33,20,9,6.40%,"$1,329",22/11/2024,Hyderabad,Mobile,Learn Data Analytics,3.80%,$1.78,6.43%,$27.70,5.33
A2006,Data Analytics Course,166,4665,$223.95,23,9,5.40%,"$1,404",11/7/2024,Hyderabad,Tablet,Data Analytics Online,3.56%,$1.35,5.42%,$24.88,6.27
A2007,Data Analytics Course,185,3670,$198.66,30,4,5.70%,"$1,440",13/11/2024,Hyderabad,Desktop,Data Analytics Training,5.04%,$1.07,2.16%,$49.67,7.25
A2008,Data Analytics Course,139,4036,$242.12,25,5,3.60%,"$1,329",26/11/2024,Hyderabad,Tablet,Learn Data Analytics,3.44%,$1.74,3.60%,$48.42,5.49
A2009,Data Analytics Course,142,4497,$198.98,27,3,0.00%,"$1,582",30/11/2024,Hyderabad,Tablet,Analytics For Data,3.16%,$1.40,2.11%,$66.33,7.95
A2010,Data Analytics Course,173,3705,$197.01,20,10,5.80%,"$1,010",26/11/2024,Hyderabad,Desktop,Data Analytics Training,4.67%,$1.14,5.78%,$19.70,5.13
A2011,Data Analytics Course,0,5849,$215.57,27,3,0.00%,"$1,146",25/11/2024,Hyderabad,Tablet,Learn Data Analytics,0.00%,$0.00,0.00%,$71.86,5.32
A2012,Data Analytics Course,153,5283,$205.72,24,3,2.00%,"$1,591",10/11/2024,Hyderabad,Desktop,Learn Data Analytics,2.90%,$1.34,1.96%,$68.57,7.73
A2013,Data Analytics Course,104,5203,$241.15,17,6,4.80%,"$1,164",28/11/2024,Hyderabad,Mobile,Data Analytics Online,2.00%,$2.32,5.77%,$40.19,4.83
A2014,Data Analytics Course,120,4243,$198.49,15,10,8.30%,"$1,891",27/11/2024,Hyderabad,Desktop,Data Analytics Training,2.83%,$1.65,8.33%,$19.85,9.53
A2015,Data Analytics Course,100,3716,$247.95,23,8,0.00%,"$1,924",14/11/2024,Hyderabad,Mobile,Learn Data Analytics,2.69%,$2.48,8.00%,$30.99,7.76
A2016,Data Analytics Course,106,3646,$237.89,28,7,4.60%,"$1,564",11/2/2024,Hyderabad,Mobile,Analytics For Data,2.91%,$2.24,6.60%,$33.98,6.57
A2017,Data Analytics Course,136,4101,$227.43,28,9,5.70%,"$1,284",19/11/2024,Hyderabad,Tablet,Learn Data Analytics,3.32%,$1.67,6.62%,$25.27,5.65
A2018,Data Analytics Course,121,3366,$246.56,25,0,0.00%,"$1,170",11/2/2024,Hyderabad,Desktop,Online Data Analytics,3.59%,$2.04,0.00%,$0.00,4.75
A2019,Data Analytics Course,153,3381,$231.35,29,5,3.30%,"$1,769",28/11/2024,Hyderabad,Tablet,Data Analytics Course,4.53%,$1.51,3.27%,$46.27,7.65
A2020,Data Analytics Course,111,5003,$213.34,29,3,0.00%,"$1,938",25/11/2024,Hyderabad,Tablet,Analytics For Data,2.22%,$1.92,2.70%,$71.11,9.08
A2021,Data Analytics Course,156,5415,$198.27,29,7,3.70%,"$1,918",17/11/2024,Hyderabad,Desktop,Data Analytics Training,2.88%,$1.27,4.49%,$28.32,9.67
A2023,Data Analytics Course,138,3002,$246.30,24,0,3.60%,"$1,530",11/1/2024,Hyderabad,Tablet,Learn Data Analytics,4.60%,$1.78,0.00%,$0.00,6.21
A2024,Data Analytics Course,96,3958,$238.06,17,4,4.20%,"$1,750",11/7/2024,Hyderabad,Mobile,Online Data Analytics,2.43%,$2.48,4.17%,$59.52,7.35
A2025,Data Analytics Course,180,3060,$194.47,21,5,5.40%,"$1,429",11/10/2024,Hyderabad,Tablet,Online Data Analytics,5.88%,$1.08,2.78%,$38.89,7.35
A2026,Data Analytics Course,132,5514,$208.57,16,7,5.30%,"$1,072",26/11/2024,Hyderabad,Mobile,Online Data Analytics,2.39%,$1.58,5.30%,$29.80,5.14
A2027,Data Analytics Course,147,5373,$233.68,20,7,4.80%,"$1,685",11/1/2024,Hyderabad,Desktop,Data Analytics Course,2.74%,$1.59,4.76%,$33.38,7.21
A2028,Data Analytics Course,84,4720,$213.68,20,5,6.00%,"$1,412",21/11/2024,Hyderabad,Tablet,Data Analytics Course,1.78%,$2.54,5.95%,$42.74,6.61
A2029,Data Analytics Course,82,4330,$228.68,18,8,9.80%,"$1,510",11/4/2024,Hyderabad,Desktop,Analytics For Data,1.89%,$2.79,9.76%,$28.59,6.60
A2030,Data Analytics Course,173,4365,$215.57,28,9,0.00%,"$1,311",6/11/2024,Hyderabad,Desktop,Data Analytics Online,3.96%,$1.25,5.20%,$23.95,6.08
A2031,Data Analytics Course,89,5899,$226.95,13,7,7.90%,"$1,058",11/10/2024,Hyderabad,Mobile,Data Analytics Training,1.51%,$2.55,7.87%,$32.42,4.66
A2032,Data Analytics Course,198,3500,$206.88,19,6,3.00%,"$1,684",11/11/2024,Hyderabad,Mobile,Analytics For Data,5.66%,$1.04,3.03%,$34.48,8.14
A2033,Data Analytics Course,135,4155,$207.81,25,9,4.90%,"$1,313",3/11/2024,Hyderabad,Desktop,Online Data Analytics,3.25%,$1.54,6.67%,$23.09,6.32
A2034,Data Analytics Course,94,5437,$190.49,16,6,4.40%,"$1,234",16/11/2024,Hyderabad,Tablet,Data Analytics Training,1.73%,$2.03,6.38%,$31.75,6.48
A2036,Data Analytics Course,113,5392,$205.13,28,3,3.40%,"$1,208",17/11/2024,Hyderabad,Mobile,Online Data Analytics,2.10%,$1.82,2.65%,$68.38,5.89
